Identificativo;Indirizzo;Tipologia;Note;Lat;Long
Fontana giardini Piazza della Repubblica;P.zza della Repubblica, Sommacampagna;;45.408230313065154;10.84072021040442
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
